"","NPFM1","NPFM2","NPFM3","NPFM4"
"NPIL_339841",0.21414640831754,0.141740553993342,0.830503910042009,0.474726185589292
"NPIL_339852",0.0744645465285992,0,0,0.275125403011976
"NPIL_339851",0,0,0,0
"NPIL_339861",0.0120144478432698,0.053014648766341,0.187390944355046,0.0554874762377095
"NPIL_339871",0,0,0.11970366056108,0.0655730722797127
"NPIL_339881",0,0,0.0738535581218842,0
"NPIL_419311",0,0,1.92347806597905,6.74349923978291
"NPIL_486161",0,0,0,0
"NPIL_193511",0,0.0050476308699623,0.0347193088719084,0
"NPIL_193521",0.0257487579777447,0.145573470439638,0.284923750407054,0.0118917957369217
"NPIL_193531",0,0.174576693066934,0.277962365862917,0
"NPIL_193542",0.0148778811429492,0.0656497621422241,0.18815050960731,0.164908667395675
"NPIL_193541",13.6299905965948,0,0,0.484220709301078
"NPIL_193551",0,0,0.0500572918610274,0.0219369092102572
"NPIL_193561",0,0,0,0
"NPIL_193571",0.211925793611167,0.55106369900851,0.293532824468133,0.335573900182985
"NPIL_193582",0,0,0,0
"NPIL_193581",0,0,0,0
"NPIL_193591",1.49171254184121,0,0.17966362422966,0.393675373415511
"NPIL_193601",11.7037486339276,0,0.154176458931964,7.77005324227312
"NPIL_276651",0,0,0,0
"NPIL_276661",0,0,0,0
"NPIL_276662",0,0,0,0
"NPIL_207801",0,0.346775379654425,2.73860671869526,1.41953953866766
"NPIL_336061",0,0,0,0
"NPIL_50371",0.0295785447185258,0.285507115529188,0.342888212689577,0.0956238000312455
"NPIL_80396",0,0,0,0
"NPIL_50381",0,0.317862205147305,0.578743289043001,0.0469678084176215
"NPIL_50391",22.7578735618544,11.0802293600411,1.35414479033167,25.2836762767968
"NPIL_50401",14.5000664553743,9.97795979954119,0.568068595255901,0.0398317007925208
"NPIL_276861",0,0,0.114106501447065,0
"NPIL_656961",0,0,0,0
"NPIL_656971",0,0.82614494327548,1.89416792402128,2.76697548172045
"NPIL_656981",0,0,0.142537720035046,0
"NPIL_416341",0,0,0,0
"NPIL_618421",0,0,0.0715938200224025,0
"NPIL_124191",0,0,0,0
"NPIL_481131",0,0,0,0
"NPIL_242971",0,0,0,0
"NPIL_665021",0,0,0,0
"NPIL_665031",0,0,0,0
"NPIL_665041",0,0,0,0
"NPIL_59091",0,0,0.846330349030784,3.0907704849005
"NPIL_508691",0,0,0.34095022632383,0.498055586709681
"NPIL_49381",0,0,0,0
"NPIL_227481",0,0,0,0
"NPIL_684181",0,0.0516750709157618,0.592397633108322,0
"NPIL_684191",0,0.932744290794897,1.42571779227408,0
"NPIL_287681",0,0,0,0
"NPIL_383881",0,0,0,0.444692488133643
"NPIL_294441",0,0,0,0
"NPIL_529841",0,0,0,0
"NPIL_510601",0,0,0,0
"NPIL_588211",0,0,0,0
"NPIL_617871",0,0.150999185647823,0.239547813435603,0.049807310136819
"NPIL_646271",0,0,0,0
"NPIL_679081",0,0,0,0
"NPIL_307001",0,0,0,0
"NPIL_307011",0,0,0,0
"NPIL_283841",0,0,0,0
"NPIL_283851",0,0,0,0
"NPIL_283861",0,0,0,0
"NPIL_561151",0,0,0,0
"NPIL_319221",0.145358532233286,0.0291547901783303,0,0.244117543340225
"NPIL_319231",0,0,0,0
"NPIL_319241",0,0,0,0.461054160731014
"NPIL_137981",0,0,0,0
"NPIL_286151",0,0,0,0
"NPIL_626761",0,0,0,0
